% time spent exploring,cumulative reward,episodes,mean 10 episode reward,mean 100 episode reward,steps
2,191.79999999999765,960,0.2,0.2,9589
2,193.79999999999754,970,0.2,0.2,9689
2,195.79999999999742,980,0.2,0.2,9789
2,197.7999999999973,990,0.2,0.2,9889
2,199.7999999999972,1000,0.2,0.2,9989
2,201.79999999999708,1010,0.2,0.2,10089
2,203.79999999999697,1020,0.2,0.2,10189
2,205.79999999999686,1030,0.2,0.2,10289
2,207.79999999999674,1040,0.2,0.2,10389
2,210.59999999999664,1050,0.28,0.208,10489
2,212.59999999999653,1060,0.2,0.208,10589
2,214.5999999999964,1070,0.2,0.208,10689
2,216.5999999999963,1080,0.2,0.208,10789
2,218.5999999999962,1090,0.2,0.208,10889
2,220.59999999999607,1100,0.2,0.208,10989
2,222.59999999999596,1110,0.2,0.208,11089
2,224.59999999999584,1120,0.2,0.208,11189
2,226.59999999999573,1130,0.2,0.208,11289
2,228.59999999999562,1140,0.2,0.208,11389
2,230.5999999999955,1150,0.2,0.2,11489
2,232.5999999999954,1160,0.2,0.2,11589
2,234.59999999999528,1170,0.2,0.2,11689
2,236.59999999999516,1180,0.2,0.2,11789
2,238.59999999999505,1190,0.2,0.2,11889
2,240.59999999999494,1200,0.2,0.2,11989
2,242.59999999999482,1210,0.2,0.2,12089
2,244.5999999999947,1220,0.2,0.2,12189
2,246.5999999999946,1230,0.2,0.2,12289
2,248.59999999999448,1240,0.2,0.2,12389
2,250.59999999999437,1250,0.2,0.2,12489
2,252.59999999999425,1260,0.2,0.2,12589
2,254.59999999999414,1270,0.2,0.2,12689
2,256.59999999999405,1280,0.2,0.2,12789
2,258.59999999999394,1290,0.2,0.2,12889
2,260.5999999999938,1300,0.2,0.2,12989
2,262.5999999999937,1310,0.2,0.2,13089
2,264.5999999999936,1320,0.2,0.2,13189
2,266.5999999999935,1330,0.2,0.2,13289
2,268.5999999999934,1340,0.2,0.2,13389
2,270.59999999999326,1350,0.2,0.2,13489
2,272.59999999999314,1360,0.2,0.2,13589
2,274.59999999999303,1370,0.2,0.2,13689
2,276.5999999999929,1380,0.2,0.2,13789
2,278.5999999999928,1390,0.2,0.2,13889
2,280.5999999999927,1400,0.2,0.2,13989
2,282.5999999999926,1410,0.2,0.2,14089
2,284.59999999999246,1420,0.2,0.2,14189
2,286.59999999999235,1430,0.2,0.2,14289
2,288.59999999999224,1440,0.2,0.2,14389
2,290.5999999999921,1450,0.2,0.2,14489
2,292.599999999992,1460,0.2,0.2,14589
2,294.5999999999919,1470,0.2,0.2,14689
2,296.5999999999918,1480,0.2,0.2,14789
2,298.59999999999167,1490,0.2,0.2,14889
2,300.59999999999155,1500,0.2,0.2,14989
2,302.59999999999144,1510,0.2,0.2,15089
2,304.5999999999913,1520,0.2,0.2,15189
2,306.5999999999912,1530,0.2,0.2,15289
2,308.5999999999911,1540,0.2,0.2,15389
2,310.599999999991,1550,0.2,0.2,15489
2,312.59999999999087,1560,0.2,0.2,15589
2,314.59999999999076,1570,0.2,0.2,15689
2,316.59999999999064,1580,0.2,0.2,15789
2,318.59999999999053,1590,0.2,0.2,15889
2,320.5999999999904,1600,0.2,0.2,15989
2,322.5999999999903,1610,0.2,0.2,16089
2,324.5999999999902,1620,0.2,0.2,16189
2,326.5999999999901,1630,0.2,0.2,16289
2,328.59999999998996,1640,0.2,0.2,16389
2,330.59999999998985,1650,0.2,0.2,16489
2,332.59999999998973,1660,0.2,0.2,16589
2,334.5999999999896,1670,0.2,0.2,16689
2,336.5999999999895,1680,0.2,0.2,16789
2,338.5999999999894,1690,0.2,0.2,16889
2,340.5999999999893,1700,0.2,0.2,16989
2,342.59999999998917,1710,0.2,0.2,17089
2,344.59999999998905,1720,0.2,0.2,17189
2,346.59999999998894,1730,0.2,0.2,17289
2,348.5999999999888,1740,0.2,0.2,17389
2,350.5999999999887,1750,0.2,0.2,17489
2,352.5999999999886,1760,0.2,0.2,17589
2,354.5999999999885,1770,0.2,0.2,17689
2,356.59999999998837,1780,0.2,0.2,17789
2,358.59999999998826,1790,0.2,0.2,17889
2,360.59999999998814,1800,0.2,0.2,17989
2,362.59999999998803,1810,0.2,0.2,18089
2,364.5999999999879,1820,0.2,0.2,18189
2,366.5999999999878,1830,0.2,0.2,18289
2,368.5999999999877,1840,0.2,0.2,18389
